Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Quartet Health,https://www.crunchbase.com/organization/quartet-health,251-500,Active,http://www.quartethealth.com,hello@quartethealth.com,(877) 258-4010,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Software","Health Care, Hospital, Information Technology, Mental Health, Personal Health, Predictive Analytics, Psychology",0,0,,Advertising; business,1983498,USD,1983498,,,"New York, New York, United States",$10M to $50M,2014-01-01,year,"Polaris Partners, F-Prime Capital, Oak HC/FT, Google Ventures, Centene",https://www.linkedin.com/company/quartet-health/
Dtex Systems,https://www.crunchbase.com/organization/dtex-systems,101-250,Active,https://www.dtexsystems.com,info@dtexsystems.com,408-418-3786,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Software","Business Intelligence, Cyber Security, Predictive Analytics, Risk Management, Security, Software",3,0,Electric Communication Technique,,,,,,,"San Jose, California, United States",$10M to $50M,2000-01-01,year,"CapitalG, Wing Venture Capital, Runway Growth Capital, Northgate Capital, Four Rivers Group",https://www.linkedin.com/company/113769
Foodics,https://www.crunchbase.com/organization/foodics,501-1000,Active,https://www.foodics.com,international@foodics.com,966 920 028 928,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Software","Management Information Systems, Predictive Analytics, Productivity Tools, Restaurants, Software",,,,,,,,,,"Riyadh, Ar Riyad, Saudi Arabia",$50M to $100M,2014-01-01,year,"500 Global, Prosus & Naspers, Raed Ventures, STV, Vision Ventures",https://www.linkedin.com/company/foodics
Optimove,https://www.crunchbase.com/organization/optimove,101-250,Active,http://www.optimove.com,info@optimove.com,1(888)235-5604,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, CRM, Machine Learning, Marketing Automation, Predictive Analytics",0,4,,Advertising; business,,,,,,"Tel Aviv, Tel Aviv, Israel",$50M to $100M,2009-09-01,month,"Summit Partners, Israel Growth Partners",http://www.linkedin.com/company/227901
AssetWatch,https://www.crunchbase.com/organization/nikola-labs-llc,101-250,Active,https://www.assetwatch.com/,info@assetwatch.com,844.464.5652,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Manufacturing, Science and Engineering, Software","Big Data, Industrial Automation, Internet of Things, Machine Learning, Predictive Analytics",1,0,Testing,,431775,USD,431775,,,"Westerville, Ohio, United States",$1M to $10M,2014-10-01,day,"Ikove Capital Partners, G2 Venture Partners, OUP (Osage University Partners), Triangle Peak Partners, Advanced Technology Services",https://www.linkedin.com/company/goassetwatch/
HouseCanary,https://www.crunchbase.com/organization/housecanary,51-100,Active,http://www.housecanary.com,support@housecanary.com,+1 415 877 1326,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Software","Analytics, Big Data, Predictive Analytics, PropTech, Real Estate",2,14,Computing; Calculating,Insurance; financial affairs,2350076,USD,2350076,,,"San Francisco, California, United States",$1M to $10M,2013-01-01,year,"Alpha Edison, Second Century Ventures, Eric Schmidt, Bryant Stibel Investments, Jonathan Keidan",http://www.linkedin.com/company/housecanary-inc
Machinify,https://www.crunchbase.com/organization/machinify,51-100,Active,http://www.machinify.com,sales@machinify.com,650-313-2932,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Mobile, Predictive Analytics, SaaS, Software",0,1,,Advertising; business,810900,USD,810900,,,"Palo Alto, California, United States",$1M to $10M,2016-03-15,day,"Google Ventures, Matrix, Battery Ventures",https://www.linkedin.com/company/machinify
Aviso,https://www.crunchbase.com/organization/aviso-inc,101-250,Active,http://www.aviso.com,info@aviso.com,(650) 567-5470,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Enterprise Software, Machine Learning, Predictive Analytics, Sales, Software",0,1,Computing; Calculating,Scientific and technological services,812473,USD,812473,,,"Redwood City, California, United States",$10M to $50M,2012-03-01,day,"Cowboy Ventures, Scale Venture Partners, Bloomberg Beta, Storm Ventures, First Round Capital",http://www.linkedin.com/company/aviso-inc
Earnix,https://www.crunchbase.com/organization/earnix,251-500,Active,http://www.earnix.com,info@earnix.com,972 3 753 8292 ,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software","Analytics, Finance, Financial Services, Predictive Analytics, SaaS, Software",2,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Giv'atayim, Tel Aviv, Israel",$1M to $10M,2001-01-01,year,"Jerusalem Venture Partners (JVP), Vintage Investment Partners, Insight Partners, Viola Credit, Israel Growth Partners",https://www.linkedin.com/company/earnix
TWAICE,https://www.crunchbase.com/organization/twaice,101-250,Active,https://twaice.com/,contact@twaice.com,0049 (0) 89 997 324 58,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Battery, Information Technology, Predictive Analytics, Software",19,5,,Scientific and electric apparatus and instruments,3007198,USD,3007198,,,"Munich, Bayern, Germany",$10M to $50M,2018-06-01,month,"Creandum, Hedonova, Energize Capital, Coatue, Speedinvest",https://www.linkedin.com/company/twaice/
fleetx.io,https://www.crunchbase.com/organization/fleetx-io,251-500,Active,http://www.fleetx.io,support@fleetx.io,91-8076014730,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation","Analytics, Artificial Intelligence (AI), Fleet Management, Information Services, Logistics, Machine Learning, Predictive Analytics, Software",,,,,,,,,,"Gurgaon, Haryana, India",$1M to $10M,2017-07-01,month,"IndiaMART, Titan Capital, India Quotient, Kunal Bahl, Rohit Bansal",https://www.linkedin.com/company/fleetx-io/
Ribbon Health,https://www.crunchbase.com/organization/ribbonhealth,101-250,Active,http://www.ribbonhealth.com,founders@ribbonhealth.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Software","Analytics, Developer APIs, Health Care, mHealth, Predictive Analytics",,,,,670950,USD,670950,,,"New York, New York, United States",$1M to $10M,2016-01-01,year,"Andreessen Horowitz, Dorm Room Fund, General Catalyst, Core Innovation Capital, Rock Health Capital",https://www.linkedin.com/company/ribbonhealth/
Saama,https://www.crunchbase.com/organization/saama-technologies,1001-5000,Active,http://www.saama.com,info@saama.com,(888) 205-3500,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Clinical Trials, Cloud Computing, Data Management, Life Science, Machine Learning, Pharmaceutical, Predictive Analytics, Software",12,0,Computing; Calculating,,24310761,USD,24310761,,,"Campbell, California, United States",$100M to $500M,1997-01-01,year,"Perceptive Advisors, Carrick Capital Partners",https://www.linkedin.com/company/saama-technologies
Sary,https://www.crunchbase.com/organization/sary,251-500,Active,https://www.sary.com,Info@sary.com,+966 50 234 7299,1,1,1,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Software","B2B, E-Commerce, Marketplace, Predictive Analytics, Wholesale",,,,,,,,,,"Ar Riyadh, Ar Riyad, Saudi Arabia",$100M to $500M,2018-04-01,month,"Rocketship.vc, VentureSouq, Raed Ventures, STV, Derayah Financial",https://www.linkedin.com/company/saryapp/
Morning Consult,https://www.crunchbase.com/organization/morning-consult,251-500,Active,https://morningconsult.com/,contact@morningconsult.com,202-506-1957,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics",0,17,,Advertising; business,869340,USD,869340,,,"Washington, District of Columbia, United States",$50M to $100M,2014-10-01,month,"Susquehanna Growth Equity, Lupa Systems, Advance Venture Partners, Phil Bronner",https://www.linkedin.com/company/morning-consult/
Tookitaki,https://www.crunchbase.com/organization/tookitaki,101-250,Active,https://www.tookitaki.com,marketing@tookitaki.com,65-6250-2620,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Software","Compliance, Finance, FinTech, Predictive Analytics, SaaS, Software",0,0,Computing; Calculating,,,,,,,"Singapore, Central Region, Singapore",$10M to $50M,2015-01-01,year,"Thunes, Blume Ventures, Jungle Ventures, Illuminate Financial, Enterprise Singapore",http://www.linkedin.com/company/tookitaki
Aquant,https://www.crunchbase.com/organization/aquant,51-100,Active,https://www.aquant.ai/,info@aquant.io, +1 917-960-7010,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, Predictive Analytics",0,2,,Scientific and technological services,,,,,,"New York, New York, United States",$1M to $10M,2016-01-01,year,"CSC Upshot, SE Ventures, Lightspeed Venture Partners, Angular Ventures, Insight Partners",https://www.linkedin.com/company/aquant.io/
Urbint,https://www.crunchbase.com/organization/urbint-transforming-urban-data-into-intelligence,101-250,Active,https://www.urbint.com,hello@urbint.com,(212) 349-3354,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Government and Military, Natural Resources, Professional Services, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Construction, Oil and Gas, Predictive Analytics, Public Safety, Risk Management",0,5,Computing; Calculating,Scientific and technological services,2268600,USD,2268600,,,"New York, New York, United States",Less than $1M,2015-01-01,year,"American Electric Power, Fifth Wall, Third Sphere, Energize Capital, Climate Investment",https://www.linkedin.com/company/urbint
Lytics,https://www.crunchbase.com/organization/lytics,51-100,Active,http://www.lytics.com,lytics@lytics.com,+1 503-479-5880,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Software","Ad Retargeting, Advertising, Analytics, Data Integration, Marketing Automation, Predictive Analytics, Software",0,3,,Scientific and technological services,2619000,USD,2619000,,,"Portland, Oregon, United States",$10M to $50M,2012-01-01,year,"JMI Equity, Comcast Ventures, EPIC Ventures, Voyager Capital, R/GA Ventures",http://www.linkedin.com/company/lytics
Leanplum,https://www.crunchbase.com/organization/leanplum,101-250,Active,https://www.leanplum.com,contact@leanplum.com,844-532-6758,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","CRM, Marketing, Messaging, Predictive Analytics, SaaS",0,1,,Scientific and technological services,,,,,,"San Francisco, California, United States",$50M to $100M,2012-01-01,year,"Techstars, Dynamic Signal, Right Side Capital Management, LAUNCHub Ventures, Kleiner Perkins",http://www.linkedin.com/company/leanplum
Prevedere,https://www.crunchbase.com/organization/prevedére,51-100,Active,https://www.prevedere.com/,richwagner@prevedere.com,(888) 686-7746,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Predictive Analytics, SaaS, Software",,,,,810390,USD,810390,,,"Sunnyvale, California, United States",$1M to $10M,2012-04-25,day,"Gaingels, M12 - Microsoft's Venture Fund, Workday Ventures, Rev1 Ventures, WestWave Capital",https://www.linkedin.com/company/2569313?trk=tyah
Tastewise,https://www.crunchbase.com/organization/tastewise,51-100,Active,https://www.tastewise.io,info@tastewise.io,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Food and Beverage, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Consumer Goods, Food and Beverage, Marketing, Predictive Analytics, Restaurants, Retail",0,1,,Scientific and electric apparatus and instruments,,,,,,"Tel Aviv, Tel Aviv, Israel",$10M to $50M,2018-01-01,day,"PeakBridge, Disruptive, Disruptive AI Venture Capital, PICO Venture Partners",https://www.linkedin.com/company/tastewise/
Rewaa | رواء,https://www.crunchbase.com/organization/rewaa-technology-company,101-250,Active,https://rewaatech.com,info@rewaatech.com,9668001244020,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software","E-Commerce, Electronics, Information Technology, Marketplace, Predictive Analytics, Software, Telecommunications",,,,,,,,,,"Riyadh, Ar Riyad, Saudi Arabia",$10M to $50M,2018-03-14,day,"Graphene Ventures, Wa’ed Ventures, Vision Ventures, Khwarizmi Ventures, RZM Investments",https://www.linkedin.com/company/rewaa/
Shelf Engine,https://www.crunchbase.com/organization/shelf-engine,101-250,Active,http://www.shelfengine.com,talk@shelfengine.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software, Sustainability","Grocery, Machine Learning, Predictive Analytics, Sales Automation, Software, Waste Management",0,1,,Scientific and electric apparatus and instruments,2782854,USD,2782854,,,"Seattle, Washington, United States",$10M to $50M,2015-01-01,year,"Notable Capital, Soma Capital, Bain Capital Ventures, Inovia Capital, General Catalyst",https://www.linkedin.com/company/shelf-engine/
UserGems,https://www.crunchbase.com/organization/usergems,51-100,Active,https://www.usergems.com/,contact@usergems.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Marketing, Predictive Analytics, SaaS, Sales",,,,,,,,,,"San Francisco, California, United States",$1M to $10M,2019-01-01,year,"Everywhere Ventures (The Fund), Y Combinator, Tiger Global Management, Battery Ventures, Craft Ventures",https://www.linkedin.com/company/usergems/
Salla,https://www.crunchbase.com/organization/salla,101-250,Active,https://salla.com,info2sa9ec@salla.sa,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Software","E-Commerce, E-Commerce Platforms, Internet, Predictive Analytics, SaaS",,,,,,,,,,"Makkah, Makkah, Saudi Arabia",Less than $1M,2016-01-01,year,"Investcorp, VentureSouq, Raed Ventures, STV, Vision Ventures",https://www.linkedin.com/company/sallaapp
inFeedo,https://www.crunchbase.com/organization/infeedo,101-250,Active,https://www.infeedo.com/,help@infeedo.com,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Human Resources, Predictive Analytics, SaaS",0,1,,Scientific and technological services,,,,,,"New York, New York, United States",$1M to $10M,2013-05-01,month,"Y Combinator, Jungle Ventures, Peyush Bansal, Zillionize, LetsVenture",https://www.linkedin.com/company/infeedo/
OroraTech,https://www.crunchbase.com/organization/ororatech,51-100,Active,https://ororatech.com,info@ororatech.com,,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Navigation and Mapping, Professional Services, Science and Engineering, Software, Sustainability","Business Intelligence, Consulting, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Insurance, Predictive Analytics, Sustainability",0,3,Electric Communication Technique,Scientific and electric apparatus and instruments,499698,USD,499698,,,"Munich, Bayern, Germany",$10M to $50M,2018-09-01,month,"APEX Ventures, Ananda Impact Ventures, Bayern Kapital, European Space Agency, EXIST",https://www.linkedin.com/company/ororatech
Knightscope,https://www.crunchbase.com/organization/knightscope-inc,101-250,Active,http://www.knightscope.com,contact@knightscope.com,+1 650  924 1025,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Hardware, Predictive Analytics, Robotics, Security",12,1,Signalling,Scientific and electric apparatus and instruments,156529,USD,156529,,,"Mountain View, California, United States",$10M to $50M,2013-01-01,year,"SeedInvest, UpHonest Capital, F50, Sahin Boydas, Wilson Sonsini Goodrich & Rosati",https://www.linkedin.com/company/knightscope-inc-
GeneDx,https://www.crunchbase.com/organization/sema4,1001-5000,Active,https://www.genedx.com,support@genedx.com,(888) 729-1206,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Predictive Analytics",0,6,,Scientific and technological services,704459,USD,704459,,,"Stamford, Connecticut, United States",$100M to $500M,2017-01-01,year,"Pfizer, Fidelity, Deerfield, T. Rowe Price, Perceptive Advisors",https://www.linkedin.com/company/genedx/
One Model,https://www.crunchbase.com/organization/onemodel,101-250,Active,https://www.onemodel.co,hello@onemodel.co,650-918-0663,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Visualization, Enterprise Software, Generative AI, Human Resources, Predictive Analytics, SaaS",0,0,,Advertising; business,2363100,USD,2363100,,,"Austin, Texas, United States",$10M to $50M,2014-11-01,day,"Techstars, Right Side Capital Management, Riverwood Capital, AV8 Ventures, CEAS Investments",https://www.linkedin.com/company/onemodel
BoostUp.ai,https://www.crunchbase.com/organization/boostup-ai-sales-intelligence,101-250,Active,https://boostup.ai/,demo@boostup.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Sales and Marketing, Science and Engineering, Software","Accounting, Analytics, Artificial Intelligence (AI), Finance, Information Technology, Machine Learning, Predictive Analytics, Sales, Sales Automation, Software",,,,,405233,USD,405233,,,"Santa Clara, California, United States",$1M to $10M,2018-01-01,year,"Benhamou Global Ventures, Twilio, Correlation Ventures, NGP Capital, Lorimer Ventures",https://www.linkedin.com/company/boostup-ai/
IRI,https://www.crunchbase.com/organization/iri,1001-5000,Active,https://www.iriworldwide.com/en-gb,IRI.Marketing@iriworldwide.com,(312)726-1221,1,1,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Design, Financial Services, Other, Software","Analytics, Consumer, Finance, Market Research, Predictive Analytics, Price Comparison, Retail",20,9,Computing; Calculating,Scientific and technological services,144750,USD,144750,,,"Chicago, Illinois, United States",$1B to $10B,1979-01-01,year,"New Mountain Capital, Vestar Capital Partners",https://www.linkedin.com/company/iri-europe
Bigfoot Biomedical,https://www.crunchbase.com/organization/bigfoot-biomedical--inc-,101-250,Active,http://www.bigfootbiomedical.com,info@bigfootbiomedical.com,408-716-5600,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Diabetes, Health Care, Medical Device, mHealth, Predictive Analytics",106,17,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,2141850,USD,2141850,,,"Milpitas, California, United States",$1M to $10M,2014-11-18,day,"Abbott, Janus Henderson Investors, Cormorant Asset Management, Taiwania Capital Management Corporation, Janus Capital Group",https://www.linkedin.com/company/bigfoot-biomedical-inc-
Jirav,https://www.crunchbase.com/organization/jirav,51-100,Active,http://www.jirav.com,info@jirav.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Professional Services, Science and Engineering, Software","Accounting, Analytics, Artificial Intelligence (AI), B2B, Finance, Financial Services, Information Technology, Predictive Analytics, SaaS",,,,,1500000,USD,1500000,,,"Austin, Texas, United States",Less than $1M,2015-01-01,year,"Alumni Ventures, Alchemist Accelerator, Cota Capital, Information Venture Partners, NextWorld Capital",https://www.linkedin.com/company/jirav
SAS,https://www.crunchbase.com/organization/sas,10001+,Active,http://www.sas.com,,(919) 677-8000,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software","Analytics, Data Governance, Data Management, Enterprise Software, Predictive Analytics, Software",679,66,Computing; Calculating,Scientific and electric apparatus and instruments,246905322,USD,246905322,,,"Cary, North Carolina, United States",$1M to $10M,1976-01-01,year,"European Commission, Collaboratory",http://www.linkedin.com/company/sas
Arturo,https://www.crunchbase.com/organization/arturo-inc,51-100,Active,https://www.arturo.ai,info@arturo.ai,312-535-3006,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), InsurTech, Machine Learning, Predictive Analytics, Property Management",,,,,207863,USD,207863,,,"Chicago, Illinois, United States",$1M to $10M,2017-09-11,day,"Crosslink Capital, Atlantic Bridge, American Family Insurance, IAG Firemark Ventures, RPS Ventures",https://www.linkedin.com/company/arturoai/
Zid زد,https://www.crunchbase.com/organization/zid,251-500,Active,https://www.zid.sa,maz@zid.sa,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Software","E-Commerce, Internet, Predictive Analytics, Retail",,,,,,,,,,"Riyadh, Ar Riyad, Saudi Arabia",$10M to $50M,2017-01-01,day,"Global Ventures, Entrée Capital, Saudi Aramco Energy Ventures, Impact46, Arzan Venture Capital",https://www.linkedin.com/company/zidapp
