Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Deutsche Telekom,https://www.crunchbase.com/organization/deutsche-telekom,10001+,Active,http://www.telekom.com,elmergorostieta@icloud.com,0800 3306700,24,25,5,,,,,,"Commerce and Shopping, Hardware, Internet Services, Mobile, Other, Software","Enterprise Software, Infrastructure, Internet, Mobile, Retail, Telecommunications","1,055",715,Electric Communication Technique,Telecommunications,5833763080,USD,5833763080,,,"Bonn, Nordrhein-Westfalen, Germany",$10B+,1995-01-02,day,Blackstone Group,http://www.linkedin.com/company/telekom
Atos,https://www.crunchbase.com/organization/atos,10001+,Active,http://atos.net,more-info@atos.net,1844 631 0111,,,,,,,,1,"Information Technology, Professional Services, Software","Business Development, Consulting, Enterprise Software, Information Services, Information Technology, Outsourcing, Software",445,99,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Bezons, Ile-de-France, France",$10B+,1982-01-01,year,,http://www.linkedin.com/company/atos
3M,https://www.crunchbase.com/organization/3m,10001+,Active,https://www.3m.com,,+1 651 733 1110,10,11,1,2,,,,,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Professional Services, Software, Transportation","Automotive, Cleaning Products, Consulting, Electronics, Enterprise Software, Manufacturing","19,116","2,315",Medical Or Veterinary Science; Hygiene,Scientific and electric apparatus and instruments,1210718409,USD,1210718409,,,"Saint Paul, Minnesota, United States",$10B+,1902-01-01,year,,http://www.linkedin.com/company/3m
Fujitsu,https://www.crunchbase.com/organization/fujitsu,10001+,Active,http://www.fujitsu.com,info@au.fujitsu.com,+81-44-777-1111,15,19,3,,,,,,"Hardware, Information Technology, Internet Services, Privacy and Security, Software","Cloud Computing, Cloud Infrastructure, Cyber Security, Enterprise Software, Information and Communications Technology (ICT), Information Technology, IT Infrastructure, Software","19,801",490,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Tokyo, Tokyo, Japan",$10B+,1935-06-20,day,,http://www.linkedin.com/company/1374
Staples,https://www.crunchbase.com/organization/staples,10001+,Active,http://www.staples.com,support@orders.staples.com,(800) 333-3330,2,2,2,,,,,,"Commerce and Shopping, Other, Software","Consumer, E-Commerce, Enterprise Software, Office Supplies, Retail",90,268,Computing; Calculating,"Paper, cardboard and goods made from these materials",200562762,USD,200562762,,,"Framingham, Massachusetts, United States",$10B+,1986-05-01,day,"Summit Partners, Greylock, General Atlantic, Highland Capital Partners, Essex Investment Management",http://www.linkedin.com/company/staples
Constellation Technology Ventures,https://www.crunchbase.com/organization/constellation-technology-ventures,10001+,Active,http://technologyventures.constellation.com,,+1 855-465-1244,53,75,30,4,,,,,"Energy, Financial Services, Lending and Investments, Media and Entertainment, Software, Video","Energy, Enterprise Software, Venture Capital, Video",,,,,636595890,USD,636595890,,,"Baltimore, Maryland, United States",$10B+,2010-01-01,year,,https://www.linkedin.com/company/constellation-energy
Level 3 Communications,https://www.crunchbase.com/organization/level-2,10001+,Active,https://www.lumen.com,investor.relations@level3.com,+118772538353,3,3,,,,,,,"Content and Publishing, Internet Services, Software","Content Delivery Network, Enterprise Software, Web Hosting","1,173",80,Electric Communication Technique,Telecommunications,2338350000,USD,2338350000,,,"Broomfield, Colorado, United States",$10B+,1998-01-05,day,National Telecommunications and Information Administration,http://www.linkedin.com/company/level-3-communications
RWE,https://www.crunchbase.com/organization/rwe,10001+,Active,https://www.group.rwe/,,+49-800-9944009,10,10,1,,,,,,"Energy, Natural Resources, Software, Sustainability","Clean Energy, Energy, Energy Efficiency, Enterprise Software, Oil and Gas, Renewable Energy",80,100,Vehicles In General,Industrial oils and greases; lubricants; fuels,12161,USD,12161,,,"Essen, Nordrhein-Westfalen, Germany",$10B+,1898-04-01,month,,https://www.linkedin.com/company/rwe-/
Google,https://www.crunchbase.com/organization/google,10001+,Active,https://www.google.com,google@google.com,+1 650 253 0000,245,276,142,21,,,,4,"Advertising, Information Technology, Internet Services, Other, Sales and Marketing, Software","Advertising, Collaboration, Enterprise Software, Information Technology, Search Engine","32,669","1,618",Computing; Calculating,Scientific and electric apparatus and instruments,38510250000,USD,38510250000,,,"Mountain View, California, United States",$10B+,1998-01-01,year,"Google, Sequoia Capital, Jeff Bezos, Kleiner Perkins, Ram Shriram",https://www.linkedin.com/company/google
SABIC,https://www.crunchbase.com/organization/sabic,10001+,Active,http://www.sabic.com,info@sabic.com,+966 11-225-8000,4,4,2,,,,,,"Manufacturing, Science and Engineering, Software","Enterprise Software, Industrial Automation, Manufacturing","1,332",5,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,Chemical substances,,,,,,"Riyadh, Ar Riyad, Saudi Arabia",$10B+,1976-01-01,year,,https://www.linkedin.com/company/sabic
Glencore,https://www.crunchbase.com/organization/glencore,1001-5000,Active,http://glencore.com,info@glencore.com,61 2 9253 6700,19,21,17,,,,,,"Agriculture and Farming, Natural Resources, Sales and Marketing, Software, Sustainability","Agriculture, Enterprise Software, Marketing, Mineral, Natural Resources, Precious Metals, Sales",12,36,Ferrous Or Non-Ferrous Alloys,Common metals and their alloys; ores,,,,,,"Baar, Zug, Switzerland",$10B+,1978-01-01,year,,https://www.linkedin.com/company/glencore/
Virtustream,https://www.crunchbase.com/organization/virtustream,1001-5000,Active,http://www.virtustream.com,info@virtustream.com,+112402521007,,,,,,,,,"Information Technology, Internet Services, Software","Cloud Computing, Cloud Data Services, Cloud Management, Enterprise Software, IaaS, Information Technology, SaaS, Software",7,3,Computing; Calculating,Scientific and technological services,44566200,USD,44566200,,,"Mclean, Virginia, United States",$10B+,2008-01-01,year,"SAP, Top Tier Capital Partners, Columbia Capital, Noro-Moseley Partners, Silicon Valley Bank",http://www.linkedin.com/company/virtustream
Microsoft,https://www.crunchbase.com/organization/microsoft,10001+,Active,https://www.microsoft.com,mdcc@microsoft.com,1800 1 441 0158,238,262,93,10,,,,,"Data and Analytics, Information Technology, Platforms, Software","Data Management, Developer Tools, DevOps, Enterprise Software, Operating Systems","56,609","2,646",Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Redmond, Washington, United States",$10B+,1975-04-04,day,"KB Securities, Lucky Everlasting Peace, Technology Venture Investors",https://www.linkedin.com/company/microsoft
Salesforce,https://www.crunchbase.com/organization/salesforce,10001+,Active,https://www.salesforce.com,info@salesforce.com,+1 800 667 6389,61,69,31,2,,,,2,"Apps, Information Technology, Internet Services, Mobile, Platforms, Sales and Marketing, Software","Apps, Cloud Computing, CRM, Enterprise Software, Information Technology, iOS, Mobile Apps, SaaS, Sales Enablement, Software","4,313",6,Computing; Calculating,Scientific and electric apparatus and instruments,618362,USD,618362,,,"San Francisco, California, United States",$10B+,1999-01-01,day,"Emergence, Meritech Capital Partners, Marc Benioff, New Enterprise Associates, Morgenthaler Ventures",https://www.linkedin.com/company/salesforce
Sinopec Group,https://www.crunchbase.com/organization/sinopec-group,10001+,Active,http://www.sinopecgroup.com/group/en/,master@sinopec.com.cn,+861059960114,,,,,,,,,"Energy, Manufacturing, Natural Resources, Software","Energy, Enterprise Software, Manufacturing, Mining, Oil and Gas",,,,,,,,,,"Beijing, Beijing, China",$10B+,1998-07-01,day,China Renaissance Capital Investment,https://www.linkedin.com/company/sinopec
Enterprise Rent-A-Car,https://www.crunchbase.com/organization/enterprise-rent-a-car,10001+,Active,https://www.enterprise.com,advice@scotent.co.uk,+44 141 228 2000,,,,,,,,,"Internet Services, Software, Transportation","Automotive, Enterprise Software, Internet",,,,,332917,USD,332917,,,"Baltimore, Maryland, United States",$10B+,1956-01-01,year,"Dell Technologies Capital, Austin Ventures, Vignette, Morgan Stanley Dean Witter, Triton Ventures",https://www.linkedin.com/company/enterprise-rent-a-car
Oracle,https://www.crunchbase.com/organization/oracle,10001+,Active,https://www.oracle.com,oraclesales_us@oracle.com,+1.800.223.1711,40,51,15,7,,,,,"Data and Analytics, Information Technology, Software","Data Governance, Data Management, Enterprise Software, Information Technology, SaaS, Software","15,476",478,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Austin, Texas, United States",$10B+,1977-06-16,day,Sequoia Capital,https://www.linkedin.com/company/oracle
Adobe,https://www.crunchbase.com/organization/adobe-systems,10001+,Active,http://www.adobe.com,,408-536-6000,22,28,7,2,,,,,"Content and Publishing, Data and Analytics, Design, Media and Entertainment, Professional Services, Software","Consulting, Enterprise Software, Graphic Design, Image Recognition, Photo Editing, SaaS, Software, UX Design, Web Design","5,728",469,Computing; Calculating,Scientific and electric apparatus and instruments,1358442216,USD,1358442216,,,"San Jose, California, United States",$10B+,1982-01-01,year,Apple,http://www.linkedin.com/company/adobe
Fasoo,https://www.crunchbase.com/organization/fasoo,251-500,Active,http://www.fasoo.com,inquiry@fasoo.com,(732)955-2333,1,1,1,,,,,,"Other, Privacy and Security, Software","Collaboration, Enterprise Software, Security, Software",3,1,Computing; Calculating,Scientific and technological services,,,,,,"Bethesda, Maryland, United States",$10B+,2000-06-08,day,,https://www.linkedin.com/company/fasoo
Bloomberg Businessweek,https://www.crunchbase.com/organization/businessweek,101-250,Active,http://www.businessweek.com,,212-512-4611,,,,,,,,,"Content and Publishing, Financial Services, Media and Entertainment, Software","Enterprise Software, Finance, News",,,,,,,,,,"New York, New York, United States",$10B+,1982-01-01,year,,http://www.linkedin.com/company/businessweek
Memento Security,https://www.crunchbase.com/organization/memento-security,10001+,Active,http://www.fisglobal.com/products-financial-crime,,,,,,,,,,,"Financial Services, Information Technology, Payments, Privacy and Security, Software","Cyber Security, Enterprise Software, Financial Services, Fraud Detection",,,,,1469228730,USD,1469228730,,,"Jacksonville, Florida, United States",$10B+,1968-01-01,year,,https://www.linkedin.com/company/fis/
Macy's Merchandising Group,https://www.crunchbase.com/organization/macys-merchandising-group,,Active,https://macyspartners.com,,,,,,,,,,,"Commerce and Shopping, Software","Enterprise Software, Retail",0,70,,Clothing; footwear; headgear,330754,USD,330754,,,"New York, New York, United States",$10B+,2004-10-22,day,,
HGST,https://www.crunchbase.com/organization/hgst,10001+,Closed,https://www.westerndigital.com/,salesna@hgst.com,(800)801-4618,2,2,,,,,,,"Hardware, Media and Entertainment, Software","Content, Enterprise Software, Hardware",,,,,1190201745,USD,1190201745,,,"San Jose, California, United States",$10B+,2003-01-01,year,,https://www.linkedin.com/company/hgst-a-western-digital-company/
Digital China,https://www.crunchbase.com/organization/digital-china-information-technology-services-company,5001-10000,Active,https://www.dcholdings.com,,(86 10) 8270-7777,2,2,2,,,,,,"Apps, Information Technology, Software","Apps, Enterprise Software, Information Technology",,,,,,,,,,"Haidian, Beijing, China",$10B+,2001-01-01,year,"Suzhou Ventures, Infinite Real Estate Investment Company",https://www.linkedin.com/company/digital-china-information-technology-services-company-limited?trk=top_nav_home
ADM,https://www.crunchbase.com/organization/adm,1001-5000,Active,http://www.adm.co.jp,info@adm.co.jp,+81 42-444-5397,,,,,,,,,"Internet Services, Manufacturing, Software","Enterprise Software, Internet, Manufacturing",1,0,Generation; Conversion Or Distribution Of Electric Power,,,,,,,"Tokyo, Tokyo, Japan",$10B+,1975-02-06,day,,https://www.linkedin.com/company/adm-inc/
Folding@home,https://www.crunchbase.com/organization/folding-home,10001+,Active,http://foldingathome.org,,,,,,,,,,,"Internet Services, Software","Cloud Computing, Enterprise Software, Search Engine",,,,,,,,,,"Stanford, California, United States",$10B+,2000-10-01,day,,https://www.linkedin.com/company/foldingathome
Formosa Petrochemical,https://www.crunchbase.com/organization/formosa-petrochemical,5001-10000,Active,http://www.fpcc.com.tw/English/about%20fpcc/Business%20Overview.htm,,886-2-2712-2211,,,,,,,,,"Energy, Manufacturing, Natural Resources, Software","Enterprise Software, Manufacturing, Oil and Gas",,,,,,,,,,"Taiwan, Jiangsu, China",$10B+,1992-01-01,year,,https://www.linkedin.com/company/formosa-petrochemical-co.-
RR Donnelley - Roundtable,https://www.crunchbase.com/organization/rr-donnelley-roundtable,10001+,Active,http://roundtable.rrd.com/,,+1 312-326-8000,,,,,,,,,"Media and Entertainment, Other, Software","Collaboration, Content, Enterprise Software",,,,,414106519,USD,414106519,,,"Chicago, Illinois, United States",$10B+,2013-05-01,month,,https://www.linkedin.com/company/15210705
sideNOW,https://www.crunchbase.com/organization/sidenow,1-10,Active,,alex@sideNOW.com,,,,,,,,,,"Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Software","Apps, Enterprise Applications, Social, Social Media",,,,,,,,,,"Columbus, Ohio, United States",$10B+,2009-10-03,day,,
Cloudflare,https://www.crunchbase.com/organization/cloudflare,1001-5000,Active,http://www.cloudflare.com,info@cloudflare.com,16502307173,,,,,,,,,"Data and Analytics, Internet Services, Privacy and Security, Software","Analytics, Enterprise Software, Security, Web Hosting",313,27,Electric Communication Technique,Scientific and technological services,75247560,USD,75247560,,,"San Francisco, California, United States",$1B to $10B,2009-06-01,month,"Fidelity, Employee Stock Option Fund, Google, Union Square Ventures, Franklin Templeton",https://www.linkedin.com/company/cloudflare-inc-
Dropbox,https://www.crunchbase.com/organization/dropbox,1001-5000,Active,https://www.dropbox.com,,+18552376726,3,3,1,,,,,,"Hardware, Information Technology, Internet Services, Other, Software","Collaboration, Enterprise Software, File Sharing, Private Cloud, Web Hosting","1,195",34,Computing; Calculating,Scientific and technological services,179384432,USD,179384432,,,"San Francisco, California, United States",$1B to $10B,2007-06-01,day,"Bank of America, JP Morgan Chase, Innovation Department, Macquarie Group, RBC Capital",https://www.linkedin.com/company/dropbox
Zscaler,https://www.crunchbase.com/organization/zscaler,5001-10000,Active,https://www.zscaler.com,info@zscaler.com,1(408) 533-0288,4,5,,,,,,,"Information Technology, Privacy and Security, Software","Cloud Security, Cyber Security, Enterprise Software, Security",226,21,Electric Communication Technique,Scientific and technological services,124764345,USD,124764345,,,"San Jose, California, United States",$1B to $10B,2008-01-01,year,"Employee Stock Option Fund, EquityZen, CapitalG, TPG Growth, Lightspeed Venture Partners",https://www.linkedin.com/company/zscaler
Nutanix,https://www.crunchbase.com/organization/nutanix,5001-10000,Active,http://www.nutanix.com,info@nutanix.com,+1 408-216-8360,,,,,,,,,"Hardware, Information Technology, Software","Data Center, Enterprise Software, Information Technology, Software, Virtualization",508,49,Computing; Calculating,Scientific and technological services,,,,,,"San Jose, California, United States",$1B to $10B,2009-09-01,month,"Fidelity, Employee Stock Option Fund, Wellington Management, EquityZen, Goldman Sachs",http://www.linkedin.com/company/nutanix
RingCentral,https://www.crunchbase.com/organization/ringcentral,1001-5000,Active,https://www.ringcentral.com,partners@ringcentral.com,(888)528-7464,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Software","Cloud Computing, Collaboration, Enterprise Software, Meeting Software, SaaS, VoIP",599,85,Electric Communication Technique,Telecommunications,,,,,,"Belmont, California, United States",$1B to $10B,2003-01-01,year,"Cisco, Sequoia Capital, Scale Venture Partners, TriplePoint Capital, Khosla Ventures",http://www.linkedin.com/company/ringcentral
PTC,https://www.crunchbase.com/organization/parametric-technology,5001-10000,Active,http://www.ptc.com,info@ptc.com,+1 (781) 370-5000,4,4,1,,,,,,"Design, Hardware, Information Technology, Internet Services, Software","3D Technology, CAD, Developer Platform, Enterprise Software, Information Technology, Internet of Things, Product Design, Software",117,74,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Boston, Massachusetts, United States",$1B to $10B,1985-01-01,year,"Rockwell Automation, Bosch Capital",http://www.linkedin.com/company/ptc
ANSYS,https://www.crunchbase.com/organization/ansys,1001-5000,Active,http://www.ansys.com,ansysinfo@ansys.com,1(724) 746-3304,,,,,,,,,"Information Technology, Software","Enterprise Software, Information Services, Information Technology, Simulation, Software",206,62,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Canonsburg, Pennsylvania, United States",$1B to $10B,1970-01-01,year,Western Technology Investment,http://www.linkedin.com/company/ansys-inc
TriNet,https://www.crunchbase.com/organization/trinet,1001-5000,Active,http://trinet.com,pr@trinet.com,800.572.2412,1,1,,,,,,,"Administrative Services, Financial Services, Professional Services, Software","Bookkeeping and Payroll, Enterprise Software, Human Resources, Risk Management, Software",0,1,,Scientific and electric apparatus and instruments,376916405,USD,376916405,,,"San Leandro, California, United States",$1B to $10B,1988-01-01,year,"Saratoga Partners, Atairos, General Atlantic",http://www.linkedin.com/company/9438
Dun & Bradstreet,https://www.crunchbase.com/organization/dun-and-bradstreet-corporation,5001-10000,Active,http://www.dnb.com,,+1 904 648 6350,1,1,,,,,,,"Other, Software, Transportation","B2B, Enterprise Software, Supply Chain Management",12,24,Computing; Calculating,Advertising; business,307132,USD,307132,,,"Short Hills, New Jersey, United States",$1B to $10B,1841-07-20,day,"Motive Partners, Black Knight, CC Holdings",http://www.linkedin.com/company/dun-&-bradstreet
Constellation Software,https://www.crunchbase.com/organization/constellation-software,5001-10000,Active,http://www.csisoftware.com,info@csisoftware.com,14168612287,,,,,,,,,"Manufacturing, Professional Services, Software","Business Development, Enterprise Software, Industrial, Software",,,,,,,,,,"Toronto, Ontario, Canada",$1B to $10B,1997-01-01,year,"OMERS Private Equity, BMO Capital Markets, RBC Capital Markets, Birch Hill Equity Partners, Ontario Municipal Employees Retirement System",https://www.linkedin.com/company/constellation-software-inc./?originalSubdomain=in
Software AG,https://www.crunchbase.com/organization/software-ag,1001-5000,Active,http://www.softwareag.com,Paulgregory0000@gmail.com,+54 9 11 4074-0660,3,5,3,,,,,,"Data and Analytics, Professional Services, Software","Big Data, Consulting, Enterprise Software, Software",222,61,Computing; Calculating,Scientific and technological services,,,,,,"Darmstadt, Hessen, Germany",$1B to $10B,1969-05-30,day,"Silver Lake, Greenlight Capital",https://www.linkedin.com/company/software-ag
Recurly,https://www.crunchbase.com/organization/recurly,251-500,Active,http://recurly.com,sales@recurly.com,844-732-8759,,,,,,,,,"Financial Services, Information Technology, Payments, Software","Billing, Enterprise Software, Financial Services, Information Technology, SaaS, Software",0,2,,Advertising; business,4700074,USD,4700074,,,"San Francisco, California, United States",$1B to $10B,2009-09-01,month,"Fidelity, 500 Global, Polaris Partners, Eight Roads Ventures, F-Prime Capital",http://www.linkedin.com/company/recurly-inc.
Quadient,https://www.crunchbase.com/organization/neopost,1001-5000,Active,https://www.quadient.com,info@quadient.com,+33 0 892 892 111,1,1,1,,,,,,"Financial Services, Information Technology, Software, Transportation","Business Process Automation (BPA), Enterprise Software, Financial Services, Information Technology, Insurance, Logistics",8,18,Computing; Calculating,Scientific and electric apparatus and instruments,172893619,USD,172893619,,,"Bagneux, Ile-de-France, France",$1B to $10B,1924-01-01,year,,https://www.linkedin.com/company/quadient
PartnerStack,https://www.crunchbase.com/organization/partnerstack,101-250,Active,https://www.PartnerStack.com,hello@partnerstack.com,,,,,,,,,,"Sales and Marketing, Software","Enterprise Software, Marketing, Marketing Automation, SaaS, Software",0,0,,Scientific and technological services,1450569,USD,1450569,,,"Toronto, Ontario, Canada",$1B to $10B,2015-06-01,day,"Creative Destruction Lab (CDL), Hexa, Soma Capital, Y Combinator, HarbourVest Partners",https://www.linkedin.com/company/partnerstack
Pure Storage,https://www.crunchbase.com/organization/pure-storage,5001-10000,Active,http://www.purestorage.com,info@purestorage.com,833-371-7873,,,,,,,,,"Hardware, Internet Services, Software","Cloud Computing, Data Storage, Enterprise Software","1,987",32,Computing; Calculating,Scientific and electric apparatus and instruments,208046086,USD,208046086,,,"Santa Clara, California, United States",$1B to $10B,2009-09-01,day,"Sutter Hill Ventures, Employee Stock Option Fund, Wellington Management, T. Rowe Price, Samsung Ventures",http://www.linkedin.com/company/pure-storage
BVNK,https://www.crunchbase.com/organization/bvnk,101-250,Active,https://bvnk.com,hello@bvnk.com,,,,,,,,,,"Financial Services, Information Technology, Lending and Investments, Other, Software","B2B, Banking, Enterprise Software, Financial Services, FinTech, IT Infrastructure",0,1,,Scientific and electric apparatus and instruments,,,,,,"London, England, United Kingdom",$1B to $10B,2021-09-01,month,"Concentric, Kingsway Capital, Avenir Growth Capital, Nordstar, Tiger Global Management",https://www.linkedin.com/company/bvnk
Vonage,https://www.crunchbase.com/organization/vonage,5001-10000,Active,http://www.vonage.com,press@nexmo.com,7322025221,,,,,,,,,"Apps, Hardware, Information Technology, Software","Communications Infrastructure, Developer APIs, Enterprise Applications, Information Services, Information Technology, PaaS, Telecommunications",113,5,Electric Communication Technique,Telecommunications,6720902,USD,6720902,,,"Holmdel, New Jersey, United States",$1B to $10B,2001-01-01,year,"JP Morgan Chase, Bain Capital Ventures, Meritech Capital Partners, 3i Group, Fifth Third Bank",http://www.linkedin.com/company/vonage
