Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Berkeley Artificial Intelligence Research,https://www.crunchbase.com/organization/berkeley-artificial-intelligence-research,101-250,Active,http://bair.berkeley.edu/,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Computer Vision, Education, Machine Learning, Natural Language Processing, Software",,,,,,,,,,"Berkeley, California, United States",$1B to $10B,1990-01-01,year,Noah's Ark Lab,https://www.linkedin.com/company/bair-lab/
Fives Group,https://www.crunchbase.com/organization/fives-group,10001+,Active,http://www.fivesgroup.com/,contact@fivesgroup.com,+33 1 45 23 75 75,1,2,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Professional Services, Science and Engineering, Software, Transportation","Consulting, Industrial, Industrial Engineering, Machine Learning, Machinery Manufacturing, Manufacturing, Mechanical Engineering, Warehouse Automation",,,,,40073862,USD,40073862,,,"Paris, Ile-de-France, France",$1B to $10B,1812-01-01,year,"PSP Investments, Caisse de Depot et Placement du Quebec",https://www.linkedin.com/company/fives
Innova Solutions,https://www.crunchbase.com/organization/innova-solutions-8e63,10001+,Active,https://www.innovasolutions.com/,info@innovasolutions.com,+1-770-493-5588,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Privacy and Security, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Business Information Systems, Cloud Data Services, Consulting, Cyber Security, Information Technology, Infrastructure, IT Management, Machine Learning, Software",0,1,,Scientific and technological services,,,,,,"Duluth, Georgia, United States",$1B to $10B,1998-01-01,year,,https://www.linkedin.com/company/innova-solutions/
ECS Federal,https://www.crunchbase.com/organization/ecs-federal,1001-5000,Active,https://www.ecstech.com,info@ecs-federal.com,703.270.1540,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Privacy and Security, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Infrastructure, Compliance, Consulting, Cyber Security, Information Technology, Machine Learning, Security, Software",0,16,,Scientific and technological services,64447200,USD,64447200,,,"Fairfax, Virginia, United States",$1B to $10B,2001-01-01,day,Lindsay Goldberg,https://www.linkedin.com/company/ecstechhq
24/7 Customer,https://www.crunchbase.com/organization/24-7-customer-b646,5001-10000,Active,https://www.247-inc.com,info@247.ai,+1 650 385 2247,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software","Machine Learning, Software",,,,,422440,USD,422440,,,"San Jose, California, United States",$1B to $10B,2000-01-01,year,,https://www.linkedin.com/company/24-7-ai/
Accenture Analytics,https://www.crunchbase.com/organization/accenture-analytics,10001+,Active,https://www.accenture.com/us-en/analytics-index,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Machine Learning, Management Consulting",,,,,9589654029,USD,9589654029,,,"Dublin, Dublin, Ireland",$1B to $10B,1989-01-01,day,,https://in.linkedin.com/company/accenture-analytics
Nachi Fujikoshi,https://www.crunchbase.com/organization/nachi-fujikoshi,5001-10000,Active,http://www.nachi-fujikoshi.co.jp/,,+81355685240,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software","Machine Learning, Manufacturing, Robotics",68,12,Hand Tools; Portable Power-Driven Tools; Manipulators,Machines and machine tools,,,,,,"Toyama-shi, Toyama, Japan",$1B to $10B,1928-12-01,month,,https://www.linkedin.com/company/nachi-fujikoshi
CSAIL Laboratory,https://www.crunchbase.com/organization/csail-laboratory,101-250,Active,https://www.csail.mit.edu/,webmaster@csail.mit.edu,(617)253-5851,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Education, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Consumer Electronics, Education, Machine Learning, Product Research",,,,,,,,,,"Cambridge, Massachusetts, United States",$1B to $10B,1963-01-01,year,,https://www.linkedin.com/company-beta/8060229/
MRX Global Holding Corporation,https://www.crunchbase.com/organization/mrx-technologies,10001+,Active,http://www.mrx.com,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Manufacturing, Privacy and Security, Science and Engineering, Software","3D Printing, Aerospace, Artificial Intelligence (AI), Cyber Security, Machine Learning, Medical, Nanotechnology, Quantum Computing, Sensor",,,,,3138783901,USD,3138783901,,,"Las Vegas, Nevada, United States",$1B to $10B,1976-01-01,day,,http://www.linkedin.com/in/neilgerardo
AMPLab,https://www.crunchbase.com/organization/amplab,10001+,Active,https://amplab.cs.berkeley.edu,boban@eecs.berkeley.edu,(510) 643-0264,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Information Services, Machine Learning",,,,,8672086,USD,8672086,,,"Berkeley, California, United States",$1B to $10B,2011-02-17,day,,https://www.linkedin.com/company/uc-berkeley
Cornell Computational Synthesis Lab,https://www.crunchbase.com/organization/cornell-computational-synthesis-lab,10001+,Active,http://mezeylab.cb.bscb.cornell.edu,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Machine Learning, Software",,,,,,,,,,"Ithaca, New York, United States",$1B to $10B,1865-01-01,day,,https://www.linkedin.com/company/cornell-university
Berkeley Deep Drive,https://www.crunchbase.com/organization/berkeley-deep-drive,101-250,Active,https://deepdrive.berkeley.edu/,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,,,,772800,USD,772800,,,"Berkeley, California, United States",$1B to $10B,1868-01-01,year,,https://www.linkedin.com/company/datascience-berkeley/about/
Sama,https://www.crunchbase.com/organization/samasource,1001-5000,Active,http://www.sama.com,contact@sama.com,800-521-6717,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Data Collection and Labeling, Enterprise Software, Machine Learning",0,1,,Scientific and technological services,,,,,,"San Francisco, California, United States",$500M to $1B,2008-06-01,day,"Ridge Ventures, Vistara Growth, Rubio Impact Ventures, First Ascent Ventures, Salesforce Ventures",https://www.linkedin.com/company/sama-ai
MEGVII,https://www.crunchbase.com/organization/megvii-technology,1001-5000,Active,https://www.megvii.com/,media@megvii.com,400-6700-866,3,3,1,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Facial Recognition, Image Recognition, Machine Learning, Mobile, Robotics, Software",99,17,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Beijing, Beijing, China",$500M to $1B,2011-10-08,day,"Alibaba Group, Ant Group, Foxconn Technology Group, Macquarie Group, Sunshine Insurance Group",https://www.linkedin.com/company/megvii%E6%97%B7%E8%A7%86/
UiPath,https://www.crunchbase.com/organization/uipath,1001-5000,Active,http://www.uipath.com,jobs@uipath.com,+1 844 432 0455,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Business Process Automation (BPA), Developer Tools, Enterprise Software, InsurTech, Machine Learning, Robotic Process Automation (RPA), Robotics",,,,,80223397,USD,80223397,,,"New York, New York, United States",$500M to $1B,2005-01-01,year,"Employee Stock Option Fund, Tencent, Earlybird Venture Capital, Madrona, Seedcamp",https://www.linkedin.com/company/uipath
Darktrace,https://www.crunchbase.com/organization/darktrace,1001-5000,Active,https://www.darktrace.com,info@darktrace.com,44 (0) 1223 394100,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Network Security",1,0,Electric Communication Technique,,60916675,USD,60916675,,,"Cambridge, Cambridgeshire, United Kingdom",$500M to $1B,2013-01-01,year,"SoftBank, Summit Partners, Vitruvian Partners, Talis Capital, Ten Eleven Ventures",https://www.linkedin.com/company/darktrace/
CloudWalk Technology,https://www.crunchbase.com/organization/cloudwalk-technology,1001-5000,Active,https://www.cloudwalk.com/,business@cloudwalk.cn,+400-151-5992,1,1,1,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Facial Recognition, Information Technology, Machine Learning",2,0,Computing; Calculating,,,,,,,"Beijing, Beijing, China",$500M to $1B,2015-01-01,year,"Shunwei Capital, Puhua Capital, Oriza Holdings, Guangzhou Yuexiu Industrial Investment Fund, Guangdong Technology Financial Group",https://www.linkedin.com/company/cloudwalk/
Alteryx,https://www.crunchbase.com/organization/alteryx,1001-5000,Active,https://alteryx.com,info@alteryx.com,1(888)836-4274,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Integration, Data Management, Machine Learning, Predictive Analytics",41,37,Computing; Calculating,Scientific and electric apparatus and instruments,130165,USD,130165,,,"Irvine, California, United States",$500M to $1B,2011-03-01,month,"ICONIQ Growth, Meritech Capital Partners, Toba Capital, Insight Partners, Sapphire Ventures",https://www.linkedin.com/company/alteryx
Pagaya,https://www.crunchbase.com/organization/the-pagaya-group,501-1000,Active,https://www.pagaya.com,info@pagaya-inv.com,+347.884.5589,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, FinTech, Machine Learning",0,2,,Scientific and technological services,,,,,,"New York, New York, United States",$500M to $1B,2016-01-01,year,"Citi, JP Morgan Chase, Bank Hapoalim, Clal Insurance Enterprises Holdings, Israel Discount Bank",https://www.linkedin.com/company/pagaya
Upstart,https://www.crunchbase.com/organization/upstart,1001-5000,Active,https://upstart.com/about,press@upstart.com,650-204-1000,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Consumer Lending, Credit, Financial Services, FinTech, Lending, Machine Learning, Personal Finance",2,7,,Insurance; financial affairs,84969009,USD,84969009,,,"San Mateo, California, United States",$500M to $1B,2012-04-01,day,"The Progressive Corporation, Rakuten, Collaborative Fund, Marc Benioff, Eric Schmidt",http://www.linkedin.com/company/upstart-network
iRobot,https://www.crunchbase.com/organization/irobot,501-1000,Active,https://www.irobot.com,publicrelations@irobot.com,(781)430-3000,9,16,1,1,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Hardware, Machine Learning, Robotics",763,95,"Furniture,Domestic Articles Or Appliances; Coffee Mills; Spice Mills",Scientific and electric apparatus and instruments,32895408,USD,32895408,,,"Bedford, Massachusetts, United States",$500M to $1B,1990-01-01,year,"Trident Capital, The Carlyle Group, Ullas Naik, Fenway Partners, Streamlined Ventures",https://www.linkedin.com/company/irobot
Quantiphi,https://www.crunchbase.com/organization/quantiphi,1001-5000,Active,http://www.quantiphi.com,support@quantiphi.com,+1 508 661 9199,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, InsurTech, Machine Learning, Software",0,1,,Scientific and technological services,,,,,,"Marlborough, Massachusetts, United States",$500M to $1B,2013-07-26,day,Multiples,https://www.linkedin.com/company/quantiphi/
Seedtag,https://www.crunchbase.com/organization/seedtag,501-1000,Active,https://seedtag.com,info@seedtag.com,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software","Advertising, Artificial Intelligence (AI), Digital Marketing, Machine Learning",0,4,,Scientific and electric apparatus and instruments,2169475,USD,2169475,,,"Madrid, Madrid, Spain",$500M to $1B,2014-04-01,day,"Oakley Capital, All Iron Ventures, Advent International, Adara Ventures",https://www.linkedin.com/company/seedtag
Cloudera,https://www.crunchbase.com/organization/cloudera,1001-5000,Active,http://www.cloudera.com,info@cloudera.com,+1 888 789 1488,,,,,,,,1,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Cloud Computing, Data Governance, Data Management, Enterprise Software, InsurTech, Machine Learning, Software",79,26,Computing; Calculating,Scientific and technological services,82924695,USD,82924695,,,"Santa Clara, California, United States",$500M to $1B,2008-10-13,day,"T. Rowe Price, EquityZen, Meritech Capital Partners, MSD Capital, Google Ventures",http://www.linkedin.com/company/cloudera
ACCURE Battery Intelligence,https://www.crunchbase.com/organization/accure-battery-intelligence,51-100,Active,https://accure.net,info@accure.net,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Science and Engineering, Software, Sustainability","Analytics, Artificial Intelligence (AI), Battery, Energy, Energy Storage, Machine Learning, Predictive Analytics, Renewable Energy, Software",,,,,,,,,,"Aachen, Nordrhein-Westfalen, Germany",$500M to $1B,2020-07-01,day,"Capnamic Ventures, Blue Bear Capital, 42CAP, HSBC Asset Management, Riverstone Holdings",https://www.linkedin.com/company/accure-battery-intelligence/
Brillio,https://www.crunchbase.com/organization/brillio,1001-5000,Active,http://www.brillio.com,info@brillio.com,800-317-0575,2,2,1,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Cloud Computing, Consulting, Enterprise Applications, Machine Learning, Mobile",,,,,86973403,USD,86973403,,,"Santa Clara, California, United States",$500M to $1B,2014-04-01,month,The Orogen Group,https://www.linkedin.com/company/brillio
Two Sigma,https://www.crunchbase.com/organization/two-sigma-investments,501-1000,Active,https://www.twosigma.com/,questions@twosigma.com,(212) 625-5700,8,10,4,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software","Big Data, Machine Learning, Software",,,,,65256934,USD,65256934,,,"New York, New York, United States",$500M to $1B,2001-01-01,year,,http://www.linkedin.com/company/27915
Lionbridge,https://www.crunchbase.com/organization/lionbridge,5001-10000,Active,http://www.lionbridge.com/,sales.fi@lionbridge.com,+1 781-434-6000,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Crowdsourcing, Enterprise Software, Information Technology, Language Learning, Machine Learning, SaaS, Translation Service",4,2,Computing; Calculating,Advertising; business,97142353,USD,97142353,,,"Waltham, Massachusetts, United States",$500M to $1B,1996-01-01,year,"Advent International, Capital Resource Partners, Morgan Stanley Dean Witter",https://www.linkedin.com/company/lionbridge/
Tavant,https://www.crunchbase.com/organization/tavant-technologies,1001-5000,Active,https://www.tavant.com,hello@tavant.com,408-519-5400,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Services, Information Technology, IT Management, Machine Learning, Retail, Software",0,0,,Scientific and technological services,56416554,USD,56416554,,,"Santa Clara, California, United States",$500M to $1B,2000-01-01,day,,https://www.linkedin.com/company/tavant/
NeoSOFT Technologies,https://www.crunchbase.com/organization/neosoft-technologies-d381,1001-5000,Active,https://www.neosofttech.com/,,+91 22 40500600,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Software",,,,,,,,,,"Mumbai, Maharashtra, India",$500M to $1B,1996-01-01,year,,https://www.linkedin.com/company/neosoft-technologies/
NICE inContact,https://www.crunchbase.com/organization/nice-incontact,1001-5000,Active,http://www.niceincontact.com/,info@niceinContact.com,+1 801 320 3200,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Call Center, Consumer Electronics, Customer Service, Information Technology, Machine Learning, Software, Telecommunications",76,6,Electric Communication Technique,Scientific and technological services,,,,,,"Sandy, Utah, United States",$500M to $1B,1997-01-01,year,,https://www.linkedin.com/company/11934/
Crayon,https://www.crunchbase.com/organization/crayon-beb7,1001-5000,Active,https://www.crayon.com,cspsupport.se@crayon.com,+46-(0)8-505-307-30,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Internet Services, Software","Asset Management, Cloud Infrastructure, IT Management, Machine Learning, Software",0,6,,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics",14904345,USD,14904345,,,"Solna, Stockholms Lan, Sweden",$500M to $1B,2002-01-01,year,,https://www.linkedin.com/company/crayon-group
Northshore,https://www.crunchbase.com/organization/northshore-io,51-100,Active,https://www.northshore.io/,hello@northshore.io,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Real Estate, Software, Sustainability","Construction, Energy Efficiency, Internet, Machine Learning, PropTech, Software, Sustainability",,,,,,,,,,"San Francisco, California, United States",$500M to $1B,2018-01-01,day,,https://www.linkedin.com/company/northshore-sustainability
HI4AI,https://www.crunchbase.com/organization/hi4ai,1001-5000,Active,https://www.hi4.ai,roberto@hi4.ai,+972528976165,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Data Collection and Labeling, Machine Learning, Software",,,,,,,,,,"Tel Aviv, Tel Aviv, Israel",$500M to $1B,2020-01-22,day,,https://www.linkedin.com/company/hi4ai
SymphonyAI Media,https://www.crunchbase.com/organization/symphony-mediaai,1001-5000,Active,https://symphonymedia.com/,,303-694-0444,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Media and Entertainment",0,0,Computing; Calculating,,,,,,,"Greenwood Village, Colorado, United States",$500M to $1B,1985-01-01,year,,https://www.linkedin.com/company/symphonymedia/
SenseTime Japan,https://www.crunchbase.com/organization/sensetime-japan,51-100,Active,https://www.sensetime.jp/,contact@sensetime.jp,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Image Recognition, Internet of Things, Machine Learning, Smart Cities",,,,,,,,,,"Kyoto, Kyoto, Japan",$500M to $1B,2016-01-01,year,,https://www.linkedin.com/company/sensetimejapan/
ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,501-1000,Active,https://www.thoughtspot.com,hello@thoughtspot.com,800-508-7008,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, SaaS",44,15,,Scientific and electric apparatus and instruments,38853150,USD,38853150,,,"Mountain View, California, United States",$100M to $500M,2012-06-01,day,"Fidelity, General Catalyst, March Capital, HarbourVest Partners, Khosla Ventures",http://www.linkedin.com/company/thoughtspot
Kore.ai,https://www.crunchbase.com/organization/kore-ai,501-1000,Active,https://kore.ai,info@kore.ai,(844) 756-7324,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software","Artificial Intelligence (AI), Chatbot, Collaboration, Enterprise Software, Generative AI, Machine Learning, Natural Language Processing",9,1,,Scientific and electric apparatus and instruments,847578,USD,847578,,,"Orlando, Florida, United States",$100M to $500M,2013-01-01,year,"NVIDIA, FTV Capital, Vistara Growth, PNC, Dallas Venture Capital",https://www.linkedin.com/company/kore-inc
G42,https://www.crunchbase.com/organization/group-42,10001+,Active,https://www.g42.ai/,contact@g42.ai,,7,7,6,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Computing, Information Services, Information Technology, Machine Learning",0,3,,Advertising; business,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",$100M to $500M,2018-01-01,year,"Silver Lake, Microsoft, Mubadala",https://www.linkedin.com/company/g42ai/
Socure,https://www.crunchbase.com/organization/socure,501-1000,Active,http://www.socure.com,salesinfo@socure.com,866-932-9013,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Fraud Detection, Identity Management, Information Services, Information Technology, Machine Learning, Predictive Analytics",21,5,Computing; Calculating,Scientific and technological services,8913977,USD,8913977,,,"Incline Village, Nevada, United States",$100M to $500M,2012-09-01,day,"Third Eye Advisors, Bain Capital Ventures, T. Rowe Price, JP Morgan, Scale Venture Partners",http://www.linkedin.com/company/socure
HighRadius,https://www.crunchbase.com/organization/highradius,1001-5000,Active,https://www.highradius.com,info@highradius.com,281-968-4473,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software","Accounting, Artificial Intelligence (AI), FinTech, Machine Learning, SaaS, Software",8,13,,Scientific and technological services,37276454,USD,37276454,,,"Houston, Texas, United States",$100M to $500M,2006-01-01,year,"ICONIQ Growth, Susquehanna Growth Equity, Citi Ventures, PNC, Tiger Global Management",https://www.linkedin.com/company/highradius
C3 AI,https://www.crunchbase.com/organization/c3,1001-5000,Active,https://c3.ai,,(650) 503-2200,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS, Software",45,64,Computing; Calculating,Scientific and technological services,20585731,USD,20585731,,,"Redwood City, California, United States",$100M to $500M,2009-01-01,day,"Sutter Hill Ventures, Jacobs, The Rise Fund, Breyer Capital, TPG Growth",https://www.linkedin.com/company/c3-ai
