Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Sedna,https://www.crunchbase.com/organization/sedna-systems-pte-ltd,51-100,Active,https://www.sedna.com,hello@sedna.com,,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software","Communications Infrastructure, Document Management, Email, SaaS, Software",,,,,,,,,,"London, England, United Kingdom",Less than $1M,2017-05-01,month,"Stride.VC, Insight Partners, Chalfen Ventures, SAP.iO, G. K. Goh",https://www.linkedin.com/company/sedna-systems
LeapXpert,https://www.crunchbase.com/organization/leapxpert-ltd,101-250,Active,https://www.leap.expert,info@leap.expert,,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Software","B2C, Communications Infrastructure, Compliance, Information and Communications Technology (ICT), Messaging, Software",5,3,,Scientific and electric apparatus and instruments,4726200,USD,4726200,,,"New York, New York, United States",$10M to $50M,2017-01-01,year,"Rockefeller Capital Management, Uncorrelated Ventures, Lingfeng Capital, Partnership Fund for New York City, NLS Ventures",https://www.linkedin.com/company/leapxpert
Weavix,https://www.crunchbase.com/organization/weavix,51-100,Active,https://weavix.com/,hello@weavix.com,+1-316-348-5461,,,,,,,,,"Hardware, Information Technology, Sales and Marketing, Software","Communications Infrastructure, CRM, Information Technology, Software",3,2,,Scientific and electric apparatus and instruments,168359,USD,168359,,,"Wichita, Kansas, United States",$1M to $10M,2019-01-01,year,"Koch Disruptive Technologies, Insight Partners, THE FRIEDKIN GROUP, Perkins Coie, Four More Capital",https://www.linkedin.com/company/weavix/
Mangata Networks,https://www.crunchbase.com/organization/mangata-networks,101-250,Active,https://www.mangatanetworks.com,,,,,,,,,,,Hardware,"Communications Infrastructure, Satellite Communication, Telecommunications",,,,,,,,,,"Phoenix, Arizona, United States",$1M to $10M,2020-01-01,year,"Playground Global, Scottish Enterprise, Promus Ventures, Temasek Holdings, MetaVC Partners",https://www.linkedin.com/company/mangata-networks
TechSee,https://www.crunchbase.com/organization/techsee,101-250,Active,http://www.techsee.me,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Augmented Reality, Communications Infrastructure, Computer Vision, Mobile, Software, Virtualization",11,0,Electric Communication Technique,,,,,,,"Herzliya, Tel Aviv, Israel",Less than $1M,2015-01-01,year,"OurCrowd, Scale Venture Partners, TELUS Ventures, Future Energy Ventures, Primera Capital",https://www.linkedin.com/company/10024226
SpeedCast,https://www.crunchbase.com/organization/speedcast,1001-5000,Active,http://www.speedcast.com/,pr@speedcast.com,852 3919 6800,,,,,,,,,"Community and Lifestyle, Hardware, Professional Services","Communications Infrastructure, Professional Networking, Telecommunications",1,1,Electric Communication Technique,Telecommunications,43870950,USD,43870950,,,"Chantilly, Virginia, United States",$100M to $500M,1983-01-01,year,"Centerbridge Partners, PSP Investments",https://www.linkedin.com/company/speedcast/
Inmarsat,https://www.crunchbase.com/organization/inmarsat,1001-5000,Active,http://www.inmarsat.com,globalcustomersupport@inmarsat.com,+44 20 77281000,1,1,,,,,,,"Hardware, Internet Services","Communications Infrastructure, Internet, Satellite Communication, Telecommunications",24,72,Electric Communication Technique,Telecommunications,101130302,USD,101130302,,,"London, England, United Kingdom",$1B to $10B,1979-07-16,day,Apax Partners,https://www.linkedin.com/company/inmarsat
Nelogica,https://www.crunchbase.com/organization/nelogica,501-1000,Active,https://www.nelogica.com.br,press@nelogica.com,+51 30148272,,,,,,,,,"Financial Services, Hardware, Information Technology, Lending and Investments, Payments, Software","Communications Infrastructure, Developer Tools, FinTech, Information Technology, Software, Trading Platform, Transaction Processing",0,3,,Insurance; financial affairs,,,,,,"Porto Alegre, Rio Grande do Sul, Brazil",$10M to $50M,2003-09-15,day,"Vulcan Capital, Crescera Investimentos (f/k/a Bozano Investimentos), Endeavor Catalyst",https://www.linkedin.com/company/nelogica/
ALLO Communications,https://www.crunchbase.com/organization/allo-communications,1001-5000,Active,http://www.allocommunications.com,info@allophone.net,(308) 882-7850,,,,,,,,,"Hardware, Mobile","Communications Infrastructure, Mobile, Telecommunications",,,,,16330270,USD,16330270,,,"Imperial, Nebraska, United States",$100M to $500M,2003-01-01,year,"Calix, SDC Capital Partners, Nebraska Public Service Commission",http://www.linkedin.com/company/allo-communications
ABBYY,https://www.crunchbase.com/organization/abbyy,1001-5000,Active,http://www.abbyy.com,office@abbyy.com,(495) 783-3700,1,1,,,,,,,"Data and Analytics, Design, Hardware, Information Technology, Software","Analytics, Communications Infrastructure, Data Visualization, Software",,,,,12965770,USD,12965770,,,"Milpitas, California, United States",$100M to $500M,1989-01-01,year,Marlin Equity Partners,https://www.linkedin.com/company/abbyy
Dejero,https://www.crunchbase.com/organization/dejero-labs,101-250,Active,http://www.dejero.com,info@dejero.com,5197724824,,,,,,,,,"Hardware, Information Technology, Internet Services, Mobile, Software","Communications Infrastructure, Information and Communications Technology (ICT), Internet, Mobile, Software, Telecommunications, Wireless",64,3,Electric Communication Technique,Scientific and electric apparatus and instruments,1311398,USD,1311398,,,"Waterloo, Ontario, Canada",Less than $1M,2008-01-01,year,"Runway Growth Capital, BDC Venture Capital, Intelsat, MaRS Investment Accelerator Fund, Kayne Anderson Growth Capital",http://www.linkedin.com/company/487348
Fusion Connect,https://www.crunchbase.com/organization/fusion-telecommunications,501-1000,Active,http://www.fusionconnect.com/,pr@fusionconnect.com,888-301-1721,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications","Communications Infrastructure, Information Technology, IT Infrastructure, Telecommunications, Unified Communications",0,7,,Scientific and technological services,53827200,USD,53827200,,,"Atlanta, Georgia, United States",$100M to $500M,1997-01-01,year,"Praesidian Capital, Plexus Capital, Aetna Ventures, Backcast Partners, PNC Business Credit",https://www.linkedin.com/company/fusionconnect
Telnyx,https://www.crunchbase.com/organization/telnyx,251-500,Active,https://telnyx.com/,info@telnyx.com,+18889809750,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software","Communications Infrastructure, Developer APIs, Enterprise Software, Messaging, PaaS, SMS, Software, Telecommunications",,,,,9154658,USD,9154658,,,"Chicago, Illinois, United States",$1M to $10M,2009-01-01,year,"Techstars, Pritzker Group Venture Capital, Corazon Capital, Point B Capital, Chicago Ventures",https://www.linkedin.com/company/telnyx/
Cohere Technologies,https://www.crunchbase.com/organization/cohere-technologies,51-100,Active,http://cohere-technologies.com/,info@cohere-technologies.com,(408)246-1277,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Software","Communications Infrastructure, Computer, Information Technology, Software, Telecommunications",168,4,Electric Communication Technique,Scientific and technological services,1639950,USD,1639950,,,"San Jose, California, United States",$100M to $500M,2009-01-01,year,"Juniper Networks, Employee Stock Option Fund, Telstra, VMware, AME Cloud Ventures",https://www.linkedin.com/company/cohere-tech/
Cambium Networks,https://www.crunchbase.com/organization/cambium-networks,501-1000,Active,http://www.cambiumnetworks.com/,training@cambiumnetworks.com,+1 888 863 5250,,,,,,,,,"Hardware, Internet Services, Media and Entertainment, Mobile, Other, Video","Broadcasting, Communications Infrastructure, Infrastructure, Internet of Things, Telecommunications, Wireless",,,,,24194059,USD,24194059,,,"Rolling Meadows, Illinois, United States",$100M to $500M,2011-01-01,year,ROTH Capital Partners,https://www.linkedin.com/company/cambium-networks/
Language I/O,https://www.crunchbase.com/organization/language-i-o,51-100,Active,http://languageio.com,,(307) 773-7990,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Other, Professional Services, Software","Communications Infrastructure, Customer Service, Machine Learning, SaaS, Translation Service",,,,,891405,USD,891405,,,"Cheyenne, Wyoming, United States",$10M to $50M,2011-01-01,year,"Golden Seeds, Gutbrain Ventures, Caruso Ventures, PBJ Capital, Wyoming Business Council",https://www.linkedin.com/company/languageio/
17LIVE,https://www.crunchbase.com/organization/17-live,501-1000,Active,https://tw.17.live/,streamersupport@17.live,,,,,,,,,,"Apps, Content and Publishing, Hardware, Internet Services, Media and Entertainment, Mobile, Software, Video","Communications Infrastructure, Internet, Media and Entertainment, Mobile Apps, Telecommunications, Video, Video Streaming",,,,,,,,,,"Taipei, T'ai-pei, Taiwan",$1M to $10M,2017-01-01,year,"InnoVen Capital, Pavilion Capital, Darwin Venture Management, Stonebridge Capital, Vertex Growth Fund",https://www.linkedin.com/company/m17-entertainment/about/
Bouygues,https://www.crunchbase.com/organization/bouygues-2,10001+,Active,http://www.bouygues.com,presse@bouygues.com,33-1-44-20-10-79,2,2,,,,,,,"Administrative Services, Hardware, Manufacturing, Real Estate","Building Maintenance, Communications Infrastructure, Construction, Facilities Support Services, Industrial, Real Estate",2,11,Hydraulic Engineering; Foundations; Soil Shifting,Building; repairs,2730822164,USD,2730822164,,,"Paris, Ile-de-France, France",$10B+,1952-01-01,year,,https://www.linkedin.com/company/bouygues
GENBAND,https://www.crunchbase.com/organization/genband,1001-5000,Closed,http://www.genband.com,genband2014@gmail.com,972-521-5800,,,,,,,,,"Hardware, Information Technology, Internet Services, Other, Privacy and Security","Communications Infrastructure, Information Technology, Real Time, Security, Telecommunications, Web Hosting",173,3,Electric Communication Technique,Scientific and electric apparatus and instruments,105071563,USD,105071563,,,"Plano, Texas, United States",$100M to $500M,1999-01-01,year,"Notable Capital, Siemens, Invesco, Texas Instruments, Sequoia Capital",http://www.linkedin.com/company/genband
Logix Fibre Networks,https://www.crunchbase.com/organization/logix-fibre-networks,251-500,Active,https://logix.com/,info@logix.com,1-281-688-6231,,,,,,,,,"Hardware, Information Technology, Internet Services, Other, Privacy and Security","Communications Infrastructure, Information Technology, Internet, ISP, Network Security, Service Industry, Telecommunications, Web Hosting",0,2,,Telecommunications,42211,USD,42211,,,"Houston, Texas, United States",$100M to $500M,1983-01-01,year,"Astra Capital Management, UBS O'Connor",https://www.linkedin.com/company/logixfibernetworks/
SchoolMint,https://www.crunchbase.com/organization/schoolmint,51-100,Active,https://www.schoolmint.com,info@schoolmint.net,(844) 287-2466,,,,,,,,,"Community and Lifestyle, Data and Analytics, Education, Hardware, Software","Big Data, Communications Infrastructure, Communities, EdTech, SaaS",0,5,,Scientific and technological services,1914828,USD,1914828,,,"San Francisco, California, United States",$10M to $50M,2013-08-01,month,"Reach Capital, Runa Capital, Kapor Capital, Crosslink Capital, CSC Upshot",https://www.linkedin.com/company/schoolmint
Skorpios Technologies,https://www.crunchbase.com/organization/skorpios-technologies,101-250,Active,https://www.skorpiosinc.com,Information@skorpiosinc.com,+1 505 369 1542,,,,,,,,,"Hardware, Manufacturing, Other","Commercial, Communication Hardware, Communications Infrastructure, Manufacturing, Telecommunications",,,,,1776236,USD,1776236,,,"Albuquerque, New Mexico, United States",$1M to $10M,2009-01-01,year,"Ericsson, Nokia, Cottonwood Technology Fund, Sun Mountain Capital, Deutsche Telekom Strategic Investments",https://www.linkedin.com/company/skorpios-technologies-inc-
Deutsche Glasfaser,https://www.crunchbase.com/organization/deutsche-glasfaser,1001-5000,Active,http://www.deutsche-glasfaser.de/,info@deutsche-glasfaser.de,+49 180 6 4091000,,,,,,,,,Hardware,"Communications Infrastructure, Telecommunications",,,,,,,,,,"Borken, Hessen, Germany",$100M to $500M,2012-01-01,year,Reggeborgh,https://www.linkedin.com/company/deutsche-glasfaser
Formation,https://www.crunchbase.com/organization/formationai,51-100,Active,http://formation.ai,hello@formation.ai,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Hardware","Business Intelligence, Communications Infrastructure, Personalization",2,0,Computing; Calculating,,882301,USD,882301,,,"San Francisco, California, United States",$10M to $50M,2015-01-01,year,"Starbucks, BCG Digital Ventures",https://www.linkedin.com/company/formationai/
Treedom,https://www.crunchbase.com/organization/treedom,101-250,Active,http://www.treedom.net,f.garcea@treedom.net,+39 055 0503228,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Gaming, Hardware, Internet Services, Natural Resources, Other, Professional Services, Sales and Marketing, Social Impact, Software, Sustainability","Communications Infrastructure, E-Commerce Platforms, Environmental Consulting, Gamification, Marketing Automation, Natural Resources, Social Entrepreneurship, Social Impact",0,3,,"Paper, cardboard and goods made from these materials",,,,,,"Florence, Toscana, Italy",$1M to $10M,2010-10-01,day,"EXOR N.V., OurCrowd, Bill & Melinda Gates Foundation, Rockefeller Foundation, Rancilio Cube Sicaf",https://www.linkedin.com/company/treedom/
G.Network,https://www.crunchbase.com/organization/g-network,501-1000,Active,http://g.network,support@g.network,+02073523297,,,,,,,,,"Hardware, Messaging and Telecommunications","Communications Infrastructure, Wired Telecommunications",,,,,,,,,,"London, England, United Kingdom",Less than $1M,2016-01-01,year,"Albion Capital Group, Universities Superannuation Scheme",https://www.linkedin.com/company/g-network-communications-ltd/
Dubber,https://www.crunchbase.com/organization/dubber,251-500,Active,http://www.dubber.net,,61 1 8003 82237,,,,,,,,,"Hardware, Other, Software","Communications Infrastructure, SaaS, Service Industry, Software",,,,,,,,,,"Melbourne, Victoria, Australia",$10M to $50M,2011-04-01,day,Thorney Investment,https://www.linkedin.com/company/dubber
QualTek Services,https://www.crunchbase.com/organization/qualtek-usa-llc,5001-10000,Active,http://qualtekservices.com,info@qualtekservices.com,484-804-4500,,,,,,,,,"Hardware, Other","Communications Infrastructure, Professional Services, Telecommunications",,,,,659444,USD,659444,,,"King Of Prussia, Pennsylvania, United States",$500M to $1B,2012-01-01,year,,https://www.linkedin.com/company/5103992/
Eaton,https://www.crunchbase.com/organization/eaton-towers,51-100,Closed,http://eatontowers.com/,info@eatontowers.com,+27110872300,,,,,,,,,"Hardware, Messaging and Telecommunications","Communications Infrastructure, Telecommunications, Wired Telecommunications",19,1,Aircraft; Aviation; Cosmonautics,Common metals and their alloys; ores,,,,,,"London, England, United Kingdom",$10M to $50M,2009-01-01,year,"Hamilton Lane, Development Partners International, HarbourVest Partners, Ethos Private Equity, Standard Investment",https://www.linkedin.com/company-beta/2399402/
Aloware,https://www.crunchbase.com/organization/aloware,51-100,Active,https://aloware.com,hello@aloware.com,+1 (855) 256-2001,,,,,,,,,"Hardware, Information Technology, Other, Professional Services, Sales and Marketing, Software","Communications Infrastructure, CRM, Customer Service, SaaS, Software",,,,,132827,USD,132827,,,"Los Angeles, California, United States",$1M to $10M,2018-01-01,year,,https://www.linkedin.com/company/aloware
InSite Wireless,https://www.crunchbase.com/organization/insite-wireless,101-250,Active,http://www.insitewireless.com,info@insitewireless.com,7035353051,,,,,,,,,"Hardware, Mobile, Science and Engineering, Software","Communications Infrastructure, Robotics, Telecommunications, Wireless",,,,,1922819,USD,1922819,,,"Alexandria, Virginia, United States",$100M to $500M,2000-01-01,year,"Cox Enterprises, Catalyst Investors, Macquarie Infrastructure Partners, Viridian Investment Partners",https://www.linkedin.com/company/insite-wireless-group-llc
OneTouchPoint,https://www.crunchbase.com/organization/onetouchpoint,501-1000,Active,http://1touchpoint.com/,marketing@1touchpoint.com,+1 262-369-6003,,,,,,,,,"Advertising, Content and Publishing, Hardware, Media and Entertainment, Sales and Marketing, Software","Ad Targeting, Advertising, Brand Marketing, Communications Infrastructure, Digital Marketing, Enterprise Software, Marketing, Printing",0,2,,Scientific and electric apparatus and instruments,18366052,USD,18366052,,,"Oak Brook, Illinois, United States",$100M to $500M,2007-01-01,year,Prospect Capital Corporation,http://www.linkedin.com/company/2630678
Constanellis Aerospace,https://www.crunchbase.com/organization/constanellis-aerospace,51-100,Active,http://www.constanellis.com,robins@constanellis.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Hardware, Information Technology, Internet Services, Science and Engineering, Software","Aerospace, Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Energy Storage, Information Technology, Satellite Communication, Software",,,,,,,,,,"Washington, District of Columbia, United States",Less than $1M,2019-07-29,day,,https://www.linkedin.com/company/constanellis
Unitas Global,https://www.crunchbase.com/organization/unitas-global,101-250,Active,http://www.unitasglobal.com,inquiries@unitasglobal.com,213-785-6200,,,,,,,,,"Hardware, Information Technology, Internet Services, Software","Cloud Management, Communications Infrastructure, Internet",0,1,,Telecommunications,3189399,USD,3189399,,,"Chicago, Illinois, United States",$10M to $50M,2009-01-01,year,"Azure Capital Partners, Boathouse Capital, MK Capital, Wintrust Ventures",http://www.linkedin.com/company/unitas-global
OhMD,https://www.crunchbase.com/organization/ohmd,51-100,Active,http://www.OhMD.com,team@ohmd.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Communications Infrastructure, Electronic Health Record (EHR), Generative AI, Health Care, Messaging, mHealth",0,2,,Scientific and electric apparatus and instruments,,,,,,"Burlington, Vermont, United States",$1M to $10M,2014-01-01,day,"GE Healthcare, Marathon Health, OpenTempo, Blueprint Health, FCA Venture Partners",https://www.linkedin.com/company/ohmd/
Bell Canada,https://www.crunchbase.com/organization/bell-canada-ce06,10001+,Active,http://www.bell.ca/,,1 800 667-0123,1,1,1,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Communications Infrastructure, Telecommunications, VoIP, Wireless",,,,,1969919655,USD,1969919655,,,"Montréal, Quebec, Canada",,1880-04-01,month,"Government of Canada, Government of Ontario",https://www.linkedin.com/company/bell/
Tempered,https://www.crunchbase.com/organization/tempered-networks,51-100,Active,http://tempered.io,info@tempered.io,(206) 452-5500,,,,,,,,,"Hardware, Information Technology, Privacy and Security","Communications Infrastructure, Cyber Security, Network Security, Security",2,0,Electric Communication Technique,,,,,,,"Seattle, Washington, United States",Less than $1M,2012-01-01,year,"Ridge Ventures, Ignition Partners, The Perkins Fund, Rally Capital Services, Fluid Capital Group",http://www.linkedin.com/company/tempered-networks
ARG,https://www.crunchbase.com/organization/arg-inc,101-250,Active,http://myarg.com,info@myarg.com,+1 703 770 2400,,,,,,,,,"Hardware, Internet Services","Communications Infrastructure, Internet, Telecommunications",,,,,3144185,USD,3144185,,,"Manassas, Virginia, United States",$10M to $50M,1991-06-24,day,,https://www.linkedin.com/company/arg-inc
Flash UpdatePromise,https://www.crunchbase.com/organization/flash-updatepromise-holdings,51-100,Active,http://www.updatepromise.com,,,,,,,,,,,"Hardware, Sales and Marketing, Software, Transportation","Automotive, Communications Infrastructure, Marketing Automation",,,,,,,,,,"Chino, California, United States",$1M to $10M,2009-01-01,year,GCP Capital Partners,https://www.linkedin.com/company/updatepromise.com
