Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Kensho,https://www.crunchbase.com/organization/kensho,51-100,Active,https://kensho.com,info@kensho.com,+1 857 600 2650,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software","Analytics, Cloud Data Services, Generative AI, Machine Learning, Software",16,41,,Scientific and technological services,2237811,USD,2237811,,,"Cambridge, Massachusetts, United States",$10M to $50M,2013-05-01,day,"Citi, JP Morgan Chase, S&P Global, Morgan Stanley, Wells Fargo",https://www.linkedin.com/company/kensho-technologies/
Traive,https://www.crunchbase.com/organization/traive,101-250,Active,http://traivefinance.com,partner@traivefinance.com,(800) 604-2485,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","AgTech, Artificial Intelligence (AI), Financial Services, FinTech, Generative AI, Lending, Machine Learning",1,0,,Advertising; business,,,,,,"Saint Paul, Minnesota, United States",$1M to $10M,2018-07-17,day,"Techstars, Minerva Foods, Experian, BASF Venture Capital, Syngenta Ventures",https://www.linkedin.com/company/traive
Aporia,https://www.crunchbase.com/organization/aporia-technologies-ltd,51-100,Active,http://www.aporia.com,support@aporia.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Information Technology, Internet Services, Privacy and Security, Software","Analytics, Application Performance Management, Big Data, Cloud Data Services, Cloud Infrastructure, Data Visualization, Generative AI, Information Technology, Privacy, Security",,,,,648358,USD,648358,,,"San Jose, California, United States",$1M to $10M,2019-09-01,day,"Vertex Ventures, TLV Partners, Tiger Global Management, Tal Ventures, Samsung NEXT",https://www.linkedin.com/company/aporiaai
Fynd,https://www.crunchbase.com/organization/fynd-3,1001-5000,Active,https://www.fynd.com,care@gofynd.com,,,,,,,,,,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Financial Services, Gaming, Internet Services, Mobile, Payments, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Computing, E-Commerce, Fashion, Gaming, Generative AI, Mobile, Payments, Retail, Shopping",,,,,,,,,,"Mumbai, Maharashtra, India",$1M to $10M,2012-09-27,day,"IIFL Finance, Venture Catalysts, Google, Rocketship.vc, Kae Capital",https://www.linkedin.com/company/fynd-shopsense/
Northern Data Group,https://www.crunchbase.com/organization/northern-data,101-250,Active,https://northerndata.de/,info@northerndata.de,+49 69 34 87 52 25,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Hardware, Information Technology, Internet Services, Natural Resources, Payments, Software","Bitcoin, Cloud Computing, Data Center, Data Mining, Generative AI, Information Technology, Machine Learning, Mining Technology",0,1,,Scientific and electric apparatus and instruments,511266,USD,511266,,,"Frankfurt, Hessen, Germany",$1M to $10M,2009-01-01,year,Tether,https://www.linkedin.com/company/northerndataag
Accern,https://www.crunchbase.com/organization/accern,51-100,Active,https://accern.com,info@accern.com,+1 347 745 6649,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Generative AI, InsurTech, Machine Learning, Natural Language Processing, Text Analytics",0,1,,Scientific and technological services,,,,,,"New York, New York, United States",$1M to $10M,2014-08-04,day,"gener8tor, Gaingels, Roman Smolevskiy, Fusion Fund, Mighty Capital",https://www.linkedin.com/company/accern
LANDR,https://www.crunchbase.com/organization/mixgenius,51-100,Active,https://www.landr.com,contact@landr.com,514-840-9700,,,,,,,,,"Artificial Intelligence (AI), Education, Media and Entertainment, Music and Audio, Science and Engineering, Software","Audio, Content Creators, Generative AI, Music, Music Education, Musical Instruments, Software Engineering",6,7,Musical Instruments; Acoustics,Scientific and technological services,274628,USD,274628,,,"Montréal, Quebec, Canada",$1M to $10M,2012-01-01,year,"Fonds de solidarité FTQ, Warner Music Group, Investissement Quebec, TechNexus Venture Collaborative, Anges Quebec",https://www.linkedin.com/company/mixgeni-us/
OpenAI,https://www.crunchbase.com/organization/openai,501-1000,Active,https://www.openai.com,press@openai.com,(650) 387-6701,10,10,3,1,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Software",0,3,,Scientific and technological services,,,,,,"San Francisco, California, United States",$1B to $10B,2015-12-11,day,"Thrive Capital, Bedrock, Sequoia Capital, Andreessen Horowitz, K2 Global",https://www.linkedin.com/company/openai
One Model,https://www.crunchbase.com/organization/onemodel,101-250,Active,https://www.onemodel.co,hello@onemodel.co,650-918-0663,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Visualization, Enterprise Software, Generative AI, Human Resources, Predictive Analytics, SaaS",0,0,,Advertising; business,2363100,USD,2363100,,,"Austin, Texas, United States",$10M to $50M,2014-11-01,day,"Techstars, Right Side Capital Management, Riverwood Capital, AV8 Ventures, CEAS Investments",https://www.linkedin.com/company/onemodel
Anthropic,https://www.crunchbase.com/organization/anthropic,251-500,Active,https://www.anthropic.com,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning",0,3,,Scientific and technological services,,,,,,"San Francisco, California, United States",,2021-01-01,year,"Sam Bankman-Fried, Shlomi Podgaetz, SAP, Amazon, Raison",https://www.linkedin.com/company/anthropicresearch
Contents.com,https://www.crunchbase.com/organization/contentsdotcom,51-100,Active,https://contents.com,hello@contents.com,+39 02 96840095,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Content, Generative AI, Information Technology, SaaS, Software",,,,,1669977,USD,1669977,,,"Milan, Lombardia, Italy",$10M to $50M,2021-01-01,year,"Synergo Capital, Thomson Reuters Ventures, Azimut Digitech Fund, Fabio Cannavale, Invictus Capital",https://www.linkedin.com/company/contentscom
XGEN AI,https://www.crunchbase.com/organization/xgen,51-100,Active,https://www.xgen.ai/,hello@xgen.ai,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Internet Services, Other, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, E-Commerce, Generative AI, Machine Learning, SaaS",,,,,486249,USD,486249,,,"New York, New York, United States",$1M to $10M,2020-06-03,day,Florida Funders,https://www.linkedin.com/company/xgenai/
Haptik,https://www.crunchbase.com/organization/haptik,251-500,Active,https://www.haptik.ai,hello@haptik.co,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Customer Service, Generative AI, Machine Learning, Messaging, Real Time, Software",,,,,,,,,,"Mumbai, Maharashtra, India",Less than $1M,2013-08-23,day,"Times Internet, Kalaari Capital, Vivek Kumar",https://www.linkedin.com/company/haptik-inc
Scale AI,https://www.crunchbase.com/organization/scale-2,501-1000,Active,https://scale.com,sales@scaleapi.com,,2,2,1,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning, SaaS",8,7,Computing; Calculating,Scientific and technological services,7779447,USD,7779447,,,"San Francisco, California, United States",$100M to $500M,2016-06-01,day,"Thrive Capital, Wellington Management, Dragoneer Investment Group, Human Capital, Y Combinator",https://www.linkedin.com/company/scaleai
RagaAI Inc.,https://www.crunchbase.com/organization/ragaai-inc,51-100,Active,http://www.raga.ai,info@raga.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Computer Vision, Generative AI, Machine Learning",,,,,,,,,,"Fremont, California, United States",,2022-01-24,day,"Anorak Ventures, Mana Ventures, TenOneTen Ventures, Pi Ventures, Arka Venture Labs",https://www.linkedin.com/company/raga-ai/
BioMap,https://www.crunchbase.com/organization/biomap,251-500,Active,http://www.biomap.com/,info@biomap.com,+91 8105645796 / 8482 234911,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Life Science, Precision Medicine",2,2,Computing; Calculating,Scientific and technological services,,,,,,"Palo Alto, California, United States",,2020-11-16,day,"Baidu, Legend Capital, BlueRun Ventures, GGV Capital, Robin Li",https://www.linkedin.com/company/biomap2023/
Glean,https://www.crunchbase.com/organization/scio-technologies,251-500,Active,https://www.glean.com,team@glean.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Productivity Tools, SaaS, Search Engine",,,,,,,,,,"Palo Alto, California, United States",$10M to $50M,2019-01-01,year,"Citi, ICONIQ Growth, Sequoia Capital, General Catalyst, Adams Street Partners",https://www.linkedin.com/company/gleanwork
Revuze,https://www.crunchbase.com/organization/revuze,51-100,Active,http://www.revuze.it,info@revuze.it,917-338-2917,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Computer, Generative AI, Market Research, SaaS, Software",,,,,810390,USD,810390,,,"Netanya, HaMerkaz, Israel",$10M to $50M,2013-01-01,year,"Nielsen, PRYTEK, PSG Equity, Maverick Ventures, NPD Group",https://www.linkedin.com/company/revuze/
Got It AI,https://www.crunchbase.com/organization/got-it,51-100,Active,https://www.got-it.ai,info@got-it.ai,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Mobile, Other, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Knowledge Management, Machine Learning, Mobile, Q&A, SaaS",0,4,,Scientific and technological services,354695,USD,354695,,,"Palo Alto, California, United States",$1M to $10M,2019-01-01,year,"Capricorn Investment Group, TSVC, Intel Capital, Fosun RZ Capital, Cito Ventures",https://www.linkedin.com/company/gicrmai
Reface,https://www.crunchbase.com/organization/refaceai,101-250,Active,https://reface.ai,hi@reface.ai,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Digital Entertainment, Generative AI, Machine Learning, Mobile Apps, Software",0,1,,Scientific and electric apparatus and instruments,,,,,,"Kyiv, Kyyiv, Ukraine",$10M to $50M,2018-01-01,year,"Andreessen Horowitz, TQ Ventures, Angel Collective Opportunity Fund, Serhiy Tokarev, Josh Elman",https://www.linkedin.com/company/refaceapp
Inhabitr,https://www.crunchbase.com/organization/inhabitr,101-250,Active,http://www.inhabitr.com,information@inhabitr.com,(844)244-8093,,,,,,,,,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Design, Internet Services, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Commercial Real Estate, Furniture, Generative AI, Interior Design, Internet, Real Estate",0,1,,Advertising; business,159140,USD,159140,,,"Milpitas, California, United States",$1M to $10M,2018-11-07,day,"Great North Ventures, Hamilton Ventures",https://www.linkedin.com/company/inhabitr
Belong.Life,https://www.crunchbase.com/organization/belong-life,51-100,Active,https://belong.life/,info@belong.life,(212) 634-4595,,,,,,,,,"Apps, Artificial Intelligence (AI), Health Care, Software","Apps, Generative AI, Health Care, Software",,,,,94044,USD,94044,,,"New York, New York, United States",$1M to $10M,2015-01-01,year,"IQVIA, The Group Ventures",https://www.linkedin.com/company/belongtail/
Forethought,https://www.crunchbase.com/organization/forethought-7dc2,101-250,Active,https://www.forethought.ai,press@forethought.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Customer Service, Enterprise Software, Generative AI, Machine Learning, SaaS",,,,,2350076,USD,2350076,,,"San Francisco, California, United States",$1M to $10M,2017-09-01,month,"Collaborative Fund, Neo, South Park Commons, Frontline Ventures, Cleo Capital",https://www.linkedin.com/company/forethought-ai
Cohere,https://www.crunchbase.com/organization/cohere-82b8,251-500,Active,https://cohere.com,team@cohere.ai,,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Software",2,2,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Toronto, Ontario, Canada",$10M to $50M,2019-01-01,year,"SAP, NVIDIA, SentinelOne, Mirae Asset, Alumni Ventures",https://www.linkedin.com/company/cohere-ai
DeckRobot,https://www.crunchbase.com/organization/deckrobot,51-100,Active,http://www.deckrobot.com,support@deckrobot.com,617-765-7494,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Generative AI, Machine Learning, SaaS",,,,,389030,USD,389030,,,"San Francisco, California, United States",,2017-01-01,year,"Flyer One Ventures, Alex Turbanov, Pragmatech Ventures, Charlie Songhurst, Victor Savyuk",https://www.linkedin.com/company/18293260/
Hugging Face,https://www.crunchbase.com/organization/hugging-face,101-250,Active,https://huggingface.co,,,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Software",0,4,,Scientific and electric apparatus and instruments,5072850,USD,5072850,,,"Brooklyn, New York, United States",$10M to $50M,2016-01-01,year,"Betaworks, Amazon, NVIDIA, IBM, Intel",https://www.linkedin.com/company/huggingface
rct AI,https://www.crunchbase.com/organization/rct-ai,101-250,Active,https://rct.ai/,k@rct.ai,+1(424)-353-7314,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Gaming, Hardware, Media and Entertainment, Science and Engineering, Software","3D Technology, Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning, Metaverse",2,0,Computing; Calculating,,72528,USD,72528,,,"Burbank, California, United States",$1M to $10M,2018-01-01,year,"Mask Network, Makers Fund, HashKey Capital, FBG Capital, SNZ Holding",https://www.linkedin.com/company/rct-ai
Bridgenext,https://www.crunchbase.com/organization/emtec,1001-5000,Active,https://www.bridgenext.com/,information@bridgenext.com,904-739-7676,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Design, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video","Analytics, Artificial Intelligence (AI), Data Management, Digital Marketing, Generative AI, Machine Learning, Robotic Process Automation (RPA), Software Engineering, UX Design, Video Editing",0,3,,Scientific and technological services,15808962,USD,15808962,,,"Jacksonville, Florida, United States",$100M to $500M,1995-01-01,year,"NewSpring, Star Mountain Capital, Garrison Investment Group, Crystal Financial, LBC Credit Partners",https://www.linkedin.com/company/bridgenext/
Stability AI,https://www.crunchbase.com/organization/stability-ai,101-250,Active,https://stability.ai,info@stability.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Image Recognition, Information Technology, Software",0,11,,Scientific and technological services,,,,,,"London, England, United Kingdom",$10M to $50M,2019-01-01,year,"Lightspeed Venture Partners, Intel Corporation, Coatue, Fourth Revolution Capital, Samsung NEXT’s Q Fund",https://www.linkedin.com/company/stability-ai
Addressable,https://www.crunchbase.com/organization/addressable,51-100,Closed,https://addressablemail.com,info@addressable.app,1(415) 599-7755,,,,,,,,,"Artificial Intelligence (AI), Sales and Marketing, Software","Generative AI, Marketing Automation, Software",,,,,362797,USD,362797,,,"Los Angeles, California, United States",,2017-01-01,year,"AngelList, AME Cloud Ventures, Moderne Ventures, Anorak Ventures, Pathbreaker Ventures",https://www.linkedin.com/company/addressable-app
Iterate.ai,https://www.crunchbase.com/organization/iterate-studio,101-250,Active,https://www.iterate.ai/,hello@iteratestudio.com,14089813344,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Internet Services, Lending and Investments, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Banking, Generative AI, Internet of Things, Machine Learning, Retail, Software",,,,,1053514,USD,1053514,,,"San Jose, California, United States",$1M to $10M,2013-11-01,day,Haatch,https://www.linkedin.com/company/iterateai
Synthesia,https://www.crunchbase.com/organization/synthesia,251-500,Active,http://www.synthesia.io,press@synthesia.io,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video","Artificial Intelligence (AI), Content Creators, Generative AI, Software, Video, Video Editing",0,2,,Scientific and electric apparatus and instruments,3887250,USD,3887250,,,"London, England, United Kingdom",Less than $1M,2017-04-01,day,"Seedcamp, Tiny VC, Google Ventures, NVentures, LDV Capital",https://www.linkedin.com/company/synthesia-technologies
